Area_Name	Year	Group_Name	Cases_Convicted	Cases_Reported
Daman & Diu	2004	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2004	Indecent Representation of Women (Prohibition) Act	0	6
Goa	2004	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2004	Indecent Representation of Women (Prohibition) Act	0	93
Haryana	2004	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2004	Indecent Representation of Women (Prohibition) Act	0	0
Jammu & Kashmir	2004	Indecent Representation of Women (Prohibition) Act	0	0
Jharkhand	2004	Indecent Representation of Women (Prohibition) Act	0	0
Karnataka	2004	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2004	Indecent Representation of Women (Prohibition) Act	1	103
Lakshadweep	2004	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2004	Indecent Representation of Women (Prohibition) Act	0	0
Maharashtra	2004	Indecent Representation of Women (Prohibition) Act	0	68
Manipur	2004	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2004	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2004	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2004	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2004	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2004	Indecent Representation of Women (Prohibition) Act	0	1
Punjab	2004	Indecent Representation of Women (Prohibition) Act	0	6
Rajasthan	2004	Indecent Representation of Women (Prohibition) Act	0	167
Sikkim	2004	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2004	Indecent Representation of Women (Prohibition) Act	0	6
Tripura	2004	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2004	Indecent Representation of Women (Prohibition) Act	0	6
Uttarakhand	2004	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2004	Indecent Representation of Women (Prohibition) Act	0	0
Andaman & Nicobar Islands	2005	Indecent Representation of Women (Prohibition) Act	0	0
Andhra Pradesh	2005	Indecent Representation of Women (Prohibition) Act	0	102
Arunachal Pradesh	2005	Indecent Representation of Women (Prohibition) Act	0	0
Assam	2005	Indecent Representation of Women (Prohibition) Act	0	0
Bihar	2005	Indecent Representation of Women (Prohibition) Act	0	0
Chandigarh	2005	Indecent Representation of Women (Prohibition) Act	0	1
Chhattisgarh	2005	Indecent Representation of Women (Prohibition) Act	0	2
Dadra & Nagar Haveli	2005	Indecent Representation of Women (Prohibition) Act	0	0
Daman & Diu	2005	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2005	Indecent Representation of Women (Prohibition) Act	0	6
Goa	2005	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2005	Indecent Representation of Women (Prohibition) Act	0	90
Haryana	2005	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2005	Indecent Representation of Women (Prohibition) Act	0	2
Jammu & Kashmir	2005	Indecent Representation of Women (Prohibition) Act	0	0
Jharkhand	2005	Indecent Representation of Women (Prohibition) Act	0	0
Karnataka	2005	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2005	Indecent Representation of Women (Prohibition) Act	0	105
Lakshadweep	2005	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2005	Indecent Representation of Women (Prohibition) Act	0	0
Maharashtra	2005	Indecent Representation of Women (Prohibition) Act	0	75
Manipur	2005	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2005	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2005	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2005	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2005	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2005	Indecent Representation of Women (Prohibition) Act	0	0
Punjab	2005	Indecent Representation of Women (Prohibition) Act	0	5
Rajasthan	2005	Indecent Representation of Women (Prohibition) Act	0	219
Sikkim	2005	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2005	Indecent Representation of Women (Prohibition) Act	0	51
Tripura	2005	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2005	Indecent Representation of Women (Prohibition) Act	0	6
Uttarakhand	2005	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2005	Indecent Representation of Women (Prohibition) Act	0	0
Andaman & Nicobar Islands	2006	Indecent Representation of Women (Prohibition) Act	0	0
Andhra Pradesh	2006	Indecent Representation of Women (Prohibition) Act	0	88
Arunachal Pradesh	2006	Indecent Representation of Women (Prohibition) Act	0	0
Assam	2006	Indecent Representation of Women (Prohibition) Act	0	0
Bihar	2006	Indecent Representation of Women (Prohibition) Act	0	20
Chandigarh	2006	Indecent Representation of Women (Prohibition) Act	0	1
Chhattisgarh	2006	Indecent Representation of Women (Prohibition) Act	2	2
Dadra & Nagar Haveli	2006	Indecent Representation of Women (Prohibition) Act	0	0
Daman & Diu	2006	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2006	Indecent Representation of Women (Prohibition) Act	0	6
Goa	2006	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2006	Indecent Representation of Women (Prohibition) Act	0	81
Haryana	2006	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2006	Indecent Representation of Women (Prohibition) Act	0	2
Jammu & Kashmir	2006	Indecent Representation of Women (Prohibition) Act	0	0
Jharkhand	2006	Indecent Representation of Women (Prohibition) Act	0	2
Karnataka	2006	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2006	Indecent Representation of Women (Prohibition) Act	0	149
Lakshadweep	2006	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2006	Indecent Representation of Women (Prohibition) Act	0	0
Maharashtra	2006	Indecent Representation of Women (Prohibition) Act	0	62
Manipur	2006	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2006	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2006	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2006	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2006	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2006	Indecent Representation of Women (Prohibition) Act	0	0
Punjab	2006	Indecent Representation of Women (Prohibition) Act	0	5
Rajasthan	2006	Indecent Representation of Women (Prohibition) Act	1	297
Sikkim	2006	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2006	Indecent Representation of Women (Prohibition) Act	0	57
Tripura	2006	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2006	Indecent Representation of Women (Prohibition) Act	0	1
Uttarakhand	2006	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2006	Indecent Representation of Women (Prohibition) Act	0	23
Andaman & Nicobar Islands	2007	Indecent Representation of Women (Prohibition) Act	0	0
Andhra Pradesh	2007	Indecent Representation of Women (Prohibition) Act	0	95
Arunachal Pradesh	2007	Indecent Representation of Women (Prohibition) Act	0	0
Assam	2007	Indecent Representation of Women (Prohibition) Act	0	0
Bihar	2007	Indecent Representation of Women (Prohibition) Act	0	20
Chandigarh	2007	Indecent Representation of Women (Prohibition) Act	0	1
Chhattisgarh	2007	Indecent Representation of Women (Prohibition) Act	0	0
Dadra & Nagar Haveli	2007	Indecent Representation of Women (Prohibition) Act	0	0
Daman & Diu	2007	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2007	Indecent Representation of Women (Prohibition) Act	0	7
Goa	2007	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2007	Indecent Representation of Women (Prohibition) Act	0	80
Haryana	2007	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2007	Indecent Representation of Women (Prohibition) Act	0	2
Jammu & Kashmir	2007	Indecent Representation of Women (Prohibition) Act	0	0
Jharkhand	2007	Indecent Representation of Women (Prohibition) Act	3	3
Karnataka	2007	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2007	Indecent Representation of Women (Prohibition) Act	0	158
Lakshadweep	2007	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2007	Indecent Representation of Women (Prohibition) Act	0	2
Maharashtra	2007	Indecent Representation of Women (Prohibition) Act	0	67
Manipur	2007	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2007	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2007	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2007	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2007	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2007	Indecent Representation of Women (Prohibition) Act	0	0
Punjab	2007	Indecent Representation of Women (Prohibition) Act	0	5
Rajasthan	2007	Indecent Representation of Women (Prohibition) Act	1	356
Sikkim	2007	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2007	Indecent Representation of Women (Prohibition) Act	0	41
Tripura	2007	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2007	Indecent Representation of Women (Prohibition) Act	0	1
Uttarakhand	2007	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2007	Indecent Representation of Women (Prohibition) Act	0	23
Andaman & Nicobar Islands	2008	Indecent Representation of Women (Prohibition) Act	0	0
Andhra Pradesh	2008	Indecent Representation of Women (Prohibition) Act	0	159
Arunachal Pradesh	2008	Indecent Representation of Women (Prohibition) Act	0	0
Assam	2008	Indecent Representation of Women (Prohibition) Act	0	0
Bihar	2008	Indecent Representation of Women (Prohibition) Act	0	48
Chandigarh	2008	Indecent Representation of Women (Prohibition) Act	0	1
Chhattisgarh	2008	Indecent Representation of Women (Prohibition) Act	0	0
Dadra & Nagar Haveli	2008	Indecent Representation of Women (Prohibition) Act	0	0
Daman & Diu	2008	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2008	Indecent Representation of Women (Prohibition) Act	0	7
Goa	2008	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2008	Indecent Representation of Women (Prohibition) Act	0	79
Haryana	2008	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2008	Indecent Representation of Women (Prohibition) Act	0	0
Jammu & Kashmir	2008	Indecent Representation of Women (Prohibition) Act	0	0
Jharkhand	2008	Indecent Representation of Women (Prohibition) Act	0	0
Karnataka	2008	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2008	Indecent Representation of Women (Prohibition) Act	1	136
Lakshadweep	2008	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2008	Indecent Representation of Women (Prohibition) Act	0	1
Maharashtra	2008	Indecent Representation of Women (Prohibition) Act	0	68
Manipur	2008	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2008	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2008	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2008	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2008	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2008	Indecent Representation of Women (Prohibition) Act	0	0
Punjab	2008	Indecent Representation of Women (Prohibition) Act	0	4
Rajasthan	2008	Indecent Representation of Women (Prohibition) Act	0	433
Sikkim	2008	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2008	Indecent Representation of Women (Prohibition) Act	0	45
Tripura	2008	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2008	Indecent Representation of Women (Prohibition) Act	0	0
Uttarakhand	2008	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2008	Indecent Representation of Women (Prohibition) Act	0	29
Andaman & Nicobar Islands	2009	Indecent Representation of Women (Prohibition) Act	0	0
Andhra Pradesh	2009	Indecent Representation of Women (Prohibition) Act	0	95
Arunachal Pradesh	2009	Indecent Representation of Women (Prohibition) Act	0	0
Assam	2009	Indecent Representation of Women (Prohibition) Act	0	0
Bihar	2009	Indecent Representation of Women (Prohibition) Act	0	48
Chandigarh	2009	Indecent Representation of Women (Prohibition) Act	0	1
Chhattisgarh	2009	Indecent Representation of Women (Prohibition) Act	0	0
Dadra & Nagar Haveli	2009	Indecent Representation of Women (Prohibition) Act	0	0
Daman & Diu	2009	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2009	Indecent Representation of Women (Prohibition) Act	0	7
Goa	2009	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2009	Indecent Representation of Women (Prohibition) Act	0	78
Haryana	2009	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2009	Indecent Representation of Women (Prohibition) Act	0	0
Jammu & Kashmir	2009	Indecent Representation of Women (Prohibition) Act	0	0
Jharkhand	2009	Indecent Representation of Women (Prohibition) Act	0	0
Karnataka	2009	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2009	Indecent Representation of Women (Prohibition) Act	0	129
Lakshadweep	2009	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2009	Indecent Representation of Women (Prohibition) Act	0	0
Maharashtra	2009	Indecent Representation of Women (Prohibition) Act	0	62
Manipur	2009	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2009	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2009	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2009	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2009	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2009	Indecent Representation of Women (Prohibition) Act	0	0
Punjab	2009	Indecent Representation of Women (Prohibition) Act	0	4
Rajasthan	2009	Indecent Representation of Women (Prohibition) Act	0	487
Sikkim	2009	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2009	Indecent Representation of Women (Prohibition) Act	0	24
Tripura	2009	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2009	Indecent Representation of Women (Prohibition) Act	0	0
Uttarakhand	2009	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2009	Indecent Representation of Women (Prohibition) Act	0	33
Andaman & Nicobar Islands	2010	Indecent Representation of Women (Prohibition) Act	0	0
Andhra Pradesh	2010	Indecent Representation of Women (Prohibition) Act	0	51
Arunachal Pradesh	2010	Indecent Representation of Women (Prohibition) Act	0	0
Assam	2010	Indecent Representation of Women (Prohibition) Act	0	0
Bihar	2010	Indecent Representation of Women (Prohibition) Act	0	48
Chandigarh	2010	Indecent Representation of Women (Prohibition) Act	0	1
Chhattisgarh	2010	Indecent Representation of Women (Prohibition) Act	0	1
Dadra & Nagar Haveli	2010	Indecent Representation of Women (Prohibition) Act	0	0
Daman & Diu	2010	Indecent Representation of Women (Prohibition) Act	0	0
Delhi	2010	Indecent Representation of Women (Prohibition) Act	0	7
Goa	2010	Indecent Representation of Women (Prohibition) Act	0	0
Gujarat	2010	Indecent Representation of Women (Prohibition) Act	0	77
Haryana	2010	Indecent Representation of Women (Prohibition) Act	0	0
Himachal Pradesh	2010	Indecent Representation of Women (Prohibition) Act	0	0
Jammu & Kashmir	2010	Indecent Representation of Women (Prohibition) Act	0	2
Jharkhand	2010	Indecent Representation of Women (Prohibition) Act	0	0
Karnataka	2010	Indecent Representation of Women (Prohibition) Act	0	0
Kerala	2010	Indecent Representation of Women (Prohibition) Act	0	115
Lakshadweep	2010	Indecent Representation of Women (Prohibition) Act	0	0
Madhya Pradesh	2010	Indecent Representation of Women (Prohibition) Act	0	1
Maharashtra	2010	Indecent Representation of Women (Prohibition) Act	0	55
Manipur	2010	Indecent Representation of Women (Prohibition) Act	0	0
Meghalaya	2010	Indecent Representation of Women (Prohibition) Act	0	0
Mizoram	2010	Indecent Representation of Women (Prohibition) Act	0	0
Nagaland	2010	Indecent Representation of Women (Prohibition) Act	0	0
Odisha	2010	Indecent Representation of Women (Prohibition) Act	0	2
Puducherry	2010	Indecent Representation of Women (Prohibition) Act	0	0
Punjab	2010	Indecent Representation of Women (Prohibition) Act	0	4
Rajasthan	2010	Indecent Representation of Women (Prohibition) Act	0	546
Sikkim	2010	Indecent Representation of Women (Prohibition) Act	0	0
Tamil Nadu	2010	Indecent Representation of Women (Prohibition) Act	0	9
Tripura	2010	Indecent Representation of Women (Prohibition) Act	0	0
Uttar Pradesh	2010	Indecent Representation of Women (Prohibition) Act	0	0
Uttarakhand	2010	Indecent Representation of Women (Prohibition) Act	0	0
West Bengal	2010	Indecent Representation of Women (Prohibition) Act	0	30
Andaman & Nicobar Islands	2001	Sati Prevention Act	0	0
Andhra Pradesh	2001	Sati Prevention Act	0	0
Arunachal Pradesh	2001	Sati Prevention Act	0	0
Assam	2001	Sati Prevention Act	0	0
Bihar	2001	Sati Prevention Act	0	0
Chandigarh	2001	Sati Prevention Act	0	0
Chhattisgarh	2001	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2001	Sati Prevention Act	0	0
Daman & Diu	2001	Sati Prevention Act	0	0
Delhi	2001	Sati Prevention Act	0	0
Goa	2001	Sati Prevention Act	0	0
Gujarat	2001	Sati Prevention Act	0	0
Haryana	2001	Sati Prevention Act	0	0
Himachal Pradesh	2001	Sati Prevention Act	0	0
Jammu & Kashmir	2001	Sati Prevention Act	0	0
Jharkhand	2001	Sati Prevention Act	0	0
Karnataka	2001	Sati Prevention Act	0	0
Kerala	2001	Sati Prevention Act	0	0
Lakshadweep	2001	Sati Prevention Act	0	0
Madhya Pradesh	2001	Sati Prevention Act	0	0
Maharashtra	2001	Sati Prevention Act	0	0
Manipur	2001	Sati Prevention Act	0	0
Meghalaya	2001	Sati Prevention Act	0	0
Mizoram	2001	Sati Prevention Act	0	0
Nagaland	2001	Sati Prevention Act	0	0
Odisha	2001	Sati Prevention Act	0	0
Puducherry	2001	Sati Prevention Act	0	0
Punjab	2001	Sati Prevention Act	0	0
Rajasthan	2001	Sati Prevention Act	0	0
Sikkim	2001	Sati Prevention Act	0	0
Tamil Nadu	2001	Sati Prevention Act	0	0
Tripura	2001	Sati Prevention Act	0	0
Uttar Pradesh	2001	Sati Prevention Act	0	0
Uttarakhand	2001	Sati Prevention Act	0	0
West Bengal	2001	Sati Prevention Act	0	0
Andaman & Nicobar Islands	2002	Sati Prevention Act	0	0
Andhra Pradesh	2002	Sati Prevention Act	0	0
Arunachal Pradesh	2002	Sati Prevention Act	0	0
Assam	2002	Sati Prevention Act	0	0
Bihar	2002	Sati Prevention Act	0	0
Chandigarh	2002	Sati Prevention Act	0	0
Chhattisgarh	2002	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2002	Sati Prevention Act	0	0
Daman & Diu	2002	Sati Prevention Act	0	0
Delhi	2002	Sati Prevention Act	0	0
Goa	2002	Sati Prevention Act	0	0
Gujarat	2002	Sati Prevention Act	0	0
Haryana	2002	Sati Prevention Act	0	0
Himachal Pradesh	2002	Sati Prevention Act	0	0
Jammu & Kashmir	2002	Sati Prevention Act	0	0
Jharkhand	2002	Sati Prevention Act	0	0
Karnataka	2002	Sati Prevention Act	0	0
Kerala	2002	Sati Prevention Act	0	0
Lakshadweep	2002	Sati Prevention Act	0	0
Madhya Pradesh	2002	Sati Prevention Act	0	0
Maharashtra	2002	Sati Prevention Act	0	0
Manipur	2002	Sati Prevention Act	0	0
Meghalaya	2002	Sati Prevention Act	0	0
Mizoram	2002	Sati Prevention Act	0	0
Nagaland	2002	Sati Prevention Act	0	0
Odisha	2002	Sati Prevention Act	0	0
Puducherry	2002	Sati Prevention Act	0	0
Punjab	2002	Sati Prevention Act	0	0
Rajasthan	2002	Sati Prevention Act	0	0
Sikkim	2002	Sati Prevention Act	0	0
Tamil Nadu	2002	Sati Prevention Act	0	0
Tripura	2002	Sati Prevention Act	0	0
Uttar Pradesh	2002	Sati Prevention Act	0	0
Uttarakhand	2002	Sati Prevention Act	0	0
West Bengal	2002	Sati Prevention Act	0	0
Andaman & Nicobar Islands	2003	Sati Prevention Act	0	0
Andhra Pradesh	2003	Sati Prevention Act	0	0
Arunachal Pradesh	2003	Sati Prevention Act	0	0
Assam	2003	Sati Prevention Act	0	0
Bihar	2003	Sati Prevention Act	0	0
Chandigarh	2003	Sati Prevention Act	0	0
Chhattisgarh	2003	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2003	Sati Prevention Act	0	0
Daman & Diu	2003	Sati Prevention Act	0	0
Delhi	2003	Sati Prevention Act	0	0
Goa	2003	Sati Prevention Act	0	0
Gujarat	2003	Sati Prevention Act	0	0
Haryana	2003	Sati Prevention Act	0	0
Himachal Pradesh	2003	Sati Prevention Act	0	0
Jammu & Kashmir	2003	Sati Prevention Act	0	0
Jharkhand	2003	Sati Prevention Act	0	0
Karnataka	2003	Sati Prevention Act	0	0
Kerala	2003	Sati Prevention Act	0	0
Lakshadweep	2003	Sati Prevention Act	0	0
Madhya Pradesh	2003	Sati Prevention Act	0	0
Maharashtra	2003	Sati Prevention Act	0	0
Manipur	2003	Sati Prevention Act	0	0
Meghalaya	2003	Sati Prevention Act	0	0
Mizoram	2003	Sati Prevention Act	0	0
Nagaland	2003	Sati Prevention Act	0	0
Odisha	2003	Sati Prevention Act	0	0
Puducherry	2003	Sati Prevention Act	0	0
Punjab	2003	Sati Prevention Act	0	0
Rajasthan	2003	Sati Prevention Act	0	0
Sikkim	2003	Sati Prevention Act	0	0
Tamil Nadu	2003	Sati Prevention Act	0	0
Tripura	2003	Sati Prevention Act	0	0
Uttar Pradesh	2003	Sati Prevention Act	0	0
Uttarakhand	2003	Sati Prevention Act	0	0
West Bengal	2003	Sati Prevention Act	0	0
Andaman & Nicobar Islands	2004	Sati Prevention Act	0	0
Andhra Pradesh	2004	Sati Prevention Act	0	0
Arunachal Pradesh	2004	Sati Prevention Act	0	0
Assam	2004	Sati Prevention Act	0	0
Bihar	2004	Sati Prevention Act	0	0
Chandigarh	2004	Sati Prevention Act	0	0
Chhattisgarh	2004	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2004	Sati Prevention Act	0	0
Daman & Diu	2004	Sati Prevention Act	0	0
Delhi	2004	Sati Prevention Act	0	0
Goa	2004	Sati Prevention Act	0	0
Gujarat	2004	Sati Prevention Act	0	0
Haryana	2004	Sati Prevention Act	0	0
Himachal Pradesh	2004	Sati Prevention Act	0	0
Jammu & Kashmir	2004	Sati Prevention Act	0	0
Jharkhand	2004	Sati Prevention Act	0	0
Karnataka	2004	Sati Prevention Act	0	0
Kerala	2004	Sati Prevention Act	0	0
Lakshadweep	2004	Sati Prevention Act	0	0
Madhya Pradesh	2004	Sati Prevention Act	0	0
Maharashtra	2004	Sati Prevention Act	0	0
Manipur	2004	Sati Prevention Act	0	0
Meghalaya	2004	Sati Prevention Act	0	0
Mizoram	2004	Sati Prevention Act	0	0
Nagaland	2004	Sati Prevention Act	0	0
Odisha	2004	Sati Prevention Act	0	0
Puducherry	2004	Sati Prevention Act	0	0
Punjab	2004	Sati Prevention Act	0	0
Rajasthan	2004	Sati Prevention Act	0	0
Sikkim	2004	Sati Prevention Act	0	0
Tamil Nadu	2004	Sati Prevention Act	0	0
Tripura	2004	Sati Prevention Act	0	0
Uttar Pradesh	2004	Sati Prevention Act	0	0
Uttarakhand	2004	Sati Prevention Act	0	0
West Bengal	2004	Sati Prevention Act	0	0
Andaman & Nicobar Islands	2005	Sati Prevention Act	0	0
Andhra Pradesh	2005	Sati Prevention Act	0	0
Arunachal Pradesh	2005	Sati Prevention Act	0	0
Assam	2005	Sati Prevention Act	0	0
Bihar	2005	Sati Prevention Act	0	0
Chandigarh	2005	Sati Prevention Act	0	0
Chhattisgarh	2005	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2005	Sati Prevention Act	0	0
Daman & Diu	2005	Sati Prevention Act	0	0
Delhi	2005	Sati Prevention Act	0	0
Goa	2005	Sati Prevention Act	0	0
Gujarat	2005	Sati Prevention Act	0	0
Haryana	2005	Sati Prevention Act	0	0
Himachal Pradesh	2005	Sati Prevention Act	0	0
Jammu & Kashmir	2005	Sati Prevention Act	0	0
Jharkhand	2005	Sati Prevention Act	0	0
Karnataka	2005	Sati Prevention Act	0	0
Kerala	2005	Sati Prevention Act	0	0
Lakshadweep	2005	Sati Prevention Act	0	0
Madhya Pradesh	2005	Sati Prevention Act	0	0
Maharashtra	2005	Sati Prevention Act	0	0
Manipur	2005	Sati Prevention Act	0	0
Meghalaya	2005	Sati Prevention Act	0	0
Mizoram	2005	Sati Prevention Act	0	0
Nagaland	2005	Sati Prevention Act	0	0
Odisha	2005	Sati Prevention Act	0	0
Puducherry	2005	Sati Prevention Act	0	0
Punjab	2005	Sati Prevention Act	0	0
Rajasthan	2005	Sati Prevention Act	0	0
Sikkim	2005	Sati Prevention Act	0	0
Tamil Nadu	2005	Sati Prevention Act	0	0
Tripura	2005	Sati Prevention Act	0	0
Uttar Pradesh	2005	Sati Prevention Act	0	0
Uttarakhand	2005	Sati Prevention Act	0	0
West Bengal	2005	Sati Prevention Act	0	0
Andaman & Nicobar Islands	2006	Sati Prevention Act	0	0
Andhra Pradesh	2006	Sati Prevention Act	0	0
Arunachal Pradesh	2006	Sati Prevention Act	0	0
Assam	2006	Sati Prevention Act	0	0
Bihar	2006	Sati Prevention Act	0	0
Chandigarh	2006	Sati Prevention Act	0	0
Chhattisgarh	2006	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2006	Sati Prevention Act	0	0
Daman & Diu	2006	Sati Prevention Act	0	0
Delhi	2006	Sati Prevention Act	0	0
Goa	2006	Sati Prevention Act	0	0
Gujarat	2006	Sati Prevention Act	0	0
Haryana	2006	Sati Prevention Act	0	0
Himachal Pradesh	2006	Sati Prevention Act	0	0
Jammu & Kashmir	2006	Sati Prevention Act	0	0
Jharkhand	2006	Sati Prevention Act	0	0
Karnataka	2006	Sati Prevention Act	0	0
Kerala	2006	Sati Prevention Act	0	0
Lakshadweep	2006	Sati Prevention Act	0	0
Madhya Pradesh	2006	Sati Prevention Act	0	0
Maharashtra	2006	Sati Prevention Act	0	0
Manipur	2006	Sati Prevention Act	0	0
Meghalaya	2006	Sati Prevention Act	0	0
Mizoram	2006	Sati Prevention Act	0	0
Nagaland	2006	Sati Prevention Act	0	0
Odisha	2006	Sati Prevention Act	0	0
Puducherry	2006	Sati Prevention Act	0	0
Punjab	2006	Sati Prevention Act	0	0
Rajasthan	2006	Sati Prevention Act	0	1
Sikkim	2006	Sati Prevention Act	0	0
Tamil Nadu	2006	Sati Prevention Act	0	0
Tripura	2006	Sati Prevention Act	0	0
Uttar Pradesh	2006	Sati Prevention Act	0	0
Uttarakhand	2006	Sati Prevention Act	0	0
West Bengal	2006	Sati Prevention Act	0	0
Andaman & Nicobar Islands	2007	Sati Prevention Act	0	0
Andhra Pradesh	2007	Sati Prevention Act	0	0
Arunachal Pradesh	2007	Sati Prevention Act	0	0
Assam	2007	Sati Prevention Act	0	0
Bihar	2007	Sati Prevention Act	0	0
Chandigarh	2007	Sati Prevention Act	0	0
Chhattisgarh	2007	Sati Prevention Act	0	0
Dadra & Nagar Haveli	2007	Sati Prevention Act	0	0
Daman & Diu	2007	Sati Prevention Act	0	0
Delhi	2007	Sati Prevention Act	0	0
Goa	2007	Sati Prevention Act	0	0
Gujarat	2007	Sati Prevention Act	0	0
Haryana	2007	Sati Prevention Act	0	0
Himachal Pradesh	2007	Sati Prevention Act	0	0
Jammu & Kashmir	2007	Sati Prevention Act	0	0
Jharkhand	2007	Sati Prevention Act	0	0
Karnataka	2007	Sati Prevention Act	0	0
Kerala	2007	Sati Prevention Act	0	0
Lakshadweep	2007	Sati Prevention Act	0	0
Madhya Pradesh	2007	Sati Prevention Act	0	0
Maharashtra	2007	Sati Prevention Act	0	0
Manipur	2007	Sati Prevention Act	0	0
Meghalaya	2007	Sati Prevention Act	0	0
Mizoram	2007	Sati Prevention Act	0	0
Nagaland	2007	Sati Prevention Act	0	0
Odisha	2007	Sati Prevention Act	0	0
Puducherry	2007	Sati Prevention Act	0	0
Punjab	2007	Sati Prevention Act	0	0
Rajasthan	2007	Sati Prevention Act	0	1
Sikkim	2007	Sati Prevention Act	0	0
